]633;E;{ head -n1 "$OUT"\x3b tail -n +2 "$OUT" | LC_ALL=C sort -u\x3b } > .tmp && mv .tmp "$OUT";3144bff2-d5ee-477d-95d4-68949f379621]633;Clema,pos,fuente,localizacion
accesible,Adjetivos,RAE,es_ES
accesión,NombresFemeninos,RAE,es_ES
acceso,NombresMasculinos,RAE,es_ES
accesoria,NombresFemeninos,RAE,es_ES
accesoriamente,Adverbios,RAE,es_ES
accesorio,Adjetivos,RAE,es_ES
accesorio,NombresMasculinosFemeninos,RAE,es_ES
accidental,Adjetivos,RAE,es_ES
accidental,NombresMasculinos,RAE,es_ES
accidentalidad,NombresFemeninos,RAE,es_ES
accidentalmente,Adverbios,RAE,es_ES
accidentar,VerbosTransitivosPronominales,RAE,es_ES
accidentario,Adjetivos,RAE,es_ES
accidente,NombresMasculinos,RAE,es_ES
accionado,NombresMasculinos,RAE,es_ES
accionamiento,NombresMasculinos,RAE,es_ES
accionar,VerbosTransitivosIntransitivos,RAE,es_ES
accionaria,Adjetivos,RAE,es_ES
accionariado,NombresMasculinos,RAE,es_ES
accionarial,Adjetivos,RAE,es_ES
accionario,Adjetivos,RAE,es_ES
accionario,NombresMasculinosFemeninos,RAE,es_ES
accionista,NombresComunes,RAE,es_ES
accitano,Adjetivos,RAE,es_ES
acción,NombresFemeninos,RAE,es_ES
accésit,NombresMasculinos,RAE,es_ES
acebadar,VerbosTransitivosPronominales,RAE,es_ES
acebeda,NombresFemeninos,RAE,es_ES
acebollado,Adjetivos,RAE,es_ES
acebolladura,NombresFemeninos,RAE,es_ES
acebuche,NombresMasculinos,RAE,es_ES
acechadera,NombresFemeninos,RAE,es_ES
acechadero,NombresMasculinos,RAE,es_ES
acechador,Adjetivos,RAE,es_ES
acechamiento,NombresMasculinos,RAE,es_ES
acechante,Adjetivos,RAE,es_ES
acechanza,NombresFemeninos,RAE,es_ES
acechar,VerbosTransitivos,RAE,es_ES
acecho,NombresMasculinos,RAE,es_ES
acecinar,VerbosTransitivosPronominales,RAE,es_ES
acedar,VerbosTransitivosPronominales,RAE,es_ES
acedera,NombresFemeninos,RAE,es_ES
acedia,NombresFemeninos,RAE,es_ES
acedo,Adjetivos,RAE,es_ES
acedo,NombresMasculinos,RAE,es_ES
acefalismo,NombresMasculinos,RAE,es_ES
acefalía,NombresFemeninos,RAE,es_ES
aceitar,VerbosTransitivos,RAE,es_ES
aceite,NombresMasculinos,RAE,es_ES
aceitera,NombresFemeninos,RAE,es_ES
aceitero,Adjetivos,RAE,es_ES
aceitero,NombresMasculinosFemeninos,RAE,es_ES
aceitoso,Adjetivos,RAE,es_ES
aceituna,NombresFemeninos,RAE,es_ES
aceitunado,Adjetivos,RAE,es_ES
aceitunero,NombresMasculinosFemeninos,RAE,es_ES
aceitunil,Adjetivos,RAE,es_ES
aceituno,NombresMasculinos,RAE,es_ES
aceleración,NombresFemeninos,RAE,es_ES
acelerada,NombresFemeninos,RAE,es_ES
aceleradamente,Adverbios,RAE,es_ES
acelerado,Adjetivos,RAE,es_ES
acelerador,Adjetivos,RAE,es_ES
acelerador,NombresMasculinos,RAE,es_ES
aceleramiento,NombresMasculinos,RAE,es_ES
acelerar,VerbosTransitivosPronominales,RAE,es_ES
acelga,NombresFemeninos,RAE,es_ES
acemilar,Adjetivos,RAE,es_ES
acemilero,Adjetivos,RAE,es_ES
acemilero,NombresMasculinos,RAE,es_ES
acemilería,NombresFemeninos,RAE,es_ES
acender,VerbosAnticuadosDesusados,RAE,es_ES
acendrado,Adjetivos,RAE,es_ES
acendramiento,NombresMasculinos,RAE,es_ES
acendrar,VerbosTransitivos,RAE,es_ES
acensar,VerbosTransitivos,RAE,es_ES
acensuar,VerbosTransitivos,RAE,es_ES
acento,NombresMasculinos,RAE,es_ES
acentuación,NombresFemeninos,RAE,es_ES
acentual,Adjetivos,RAE,es_ES
acentuar,VerbosTransitivosPronominales,RAE,es_ES
acepar,VerbosIntransitivos,RAE,es_ES
acepción,NombresFemeninos,RAE,es_ES
acepillar,VerbosTransitivos,RAE,es_ES
aceptabilidad,NombresFemeninos,RAE,es_ES
aceptable,Adjetivos,RAE,es_ES
aceptación,NombresFemeninos,RAE,es_ES
aceptador,Adjetivos,RAE,es_ES
aceptar,VerbosTransitivos,RAE,es_ES
acepto,Adjetivos,RAE,es_ES
aceptor,Adjetivos,RAE,es_ES
aceptor,NombresMasculinosFemeninos,RAE,es_ES
acequiaje,NombresMasculinos,RAE,es_ES
acequiar,VerbosTransitivosIntransitivos,RAE,es_ES
acequiero,NombresMasculinos,RAE,es_ES
acera,NombresFemeninos,RAE,es_ES
acerado,Adjetivos,RAE,es_ES
acerado,NombresMasculinos,RAE,es_ES
acerar,VerbosTransitivos,RAE,es_ES
acerar,VerbosTransitivosPronominales,RAE,es_ES
acerbidad,NombresFemeninos,RAE,es_ES
acerbo,Adjetivos,RAE,es_ES
acerca,Locuciones,RAE,es_ES
acercamiento,NombresMasculinos,RAE,es_ES
acercar,VerbosTransitivosPronominales,RAE,es_ES
acerico,NombresMasculinos,RAE,es_ES
acerino,Adjetivos,RAE,es_ES
acernadar,VerbosTransitivos,RAE,es_ES
acerola,NombresFemeninos,RAE,es_ES
acerolo,NombresMasculinos,RAE,es_ES
acerrojar,VerbosTransitivos,RAE,es_ES
acertada,Adjetivos,RAE,es_ES
acertadamente,Adverbios,RAE,es_ES
acertado,Adjetivos,RAE,es_ES
acertador,Adjetivos,RAE,es_ES
acertamiento,NombresMasculinos,RAE,es_ES
acertar,VerbosTransitivosIntransitivos,RAE,es_ES
acertijo,NombresMasculinos,RAE,es_ES
aceruelo,NombresMasculinos,RAE,es_ES
acervo,NombresMasculinos,RAE,es_ES
acetar,VerbosAnticuadosDesusados,RAE,es_ES
acetato,NombresMasculinos,RAE,es_ES
acetificar,VerbosTransitivosPronominales,RAE,es_ES
acetilcolina,NombresFemeninos,RAE,es_ES
acetileno,NombresMasculinos,RAE,es_ES
acetilo,NombresMasculinos,RAE,es_ES
acetilsalicílico,NombresCompuestos,RAE,es_ES
acetite,NombresMasculinos,RAE,es_ES
acetona,NombresFemeninos,RAE,es_ES
acetosa,NombresFemeninos,RAE,es_ES
acetosidad,NombresFemeninos,RAE,es_ES
acetoso,Adjetivos,RAE,es_ES
acetre,NombresMasculinos,RAE,es_ES
acetrinar,VerbosTransitivos,RAE,es_ES
acezante,Adjetivos,RAE,es_ES
acezar,VerbosIntransitivos,RAE,es_ES
aceña,NombresFemeninos,RAE,es_ES
achabacanamiento,NombresMasculinos,RAE,es_ES
achabacanar,VerbosTransitivosPronominales,RAE,es_ES
achacar,VerbosTransitivos,RAE,es_ES
achacoso,Adjetivos,RAE,es_ES
achaflanar,VerbosTransitivos,RAE,es_ES
achampanado,Adjetivos,RAE,es_ES
achampañado,Adjetivos,RAE,es_ES
achancar,VerbosTransitivosPronominales,RAE,es_ES
achantar,VerbosTransitivosPronominales,RAE,es_ES
achaparrado,Adjetivos,RAE,es_ES
achaparrar,VerbosPronominales,RAE,es_ES
achaque,NombresMasculinos,RAE,es_ES
achaquero,NombresMasculinos,RAE,es_ES
acharar,VerbosTransitivosPronominales,RAE,es_ES
acharolar,VerbosTransitivos,RAE,es_ES
achatamiento,NombresMasculinos,RAE,es_ES
achatar,VerbosTransitivosPronominales,RAE,es_ES
achicador,Adjetivos,RAE,es_ES
achicador,NombresMasculinos,RAE,es_ES
achicadura,NombresFemeninos,RAE,es_ES
achicamiento,NombresMasculinos,RAE,es_ES
achicar,VerbosTransitivosPronominales,RAE,es_ES
achicharradero,NombresMasculinos,RAE,es_ES
achicharrar,VerbosTransitivosPronominales,RAE,es_ES
achinar,VerbosTransitivosPronominales,RAE,es_ES
achique,NombresMasculinos,RAE,es_ES
achiquillado,Adjetivos,RAE,es_ES
achispar,VerbosTransitivosPronominales,RAE,es_ES
achochar,VerbosPronominales,RAE,es_ES
achocolatado,Adjetivos,RAE,es_ES
achubascar,VerbosPronominales,RAE,es_ES
achuchar,VerbosTransitivos,RAE,es_ES
achulapar,VerbosPronominales,RAE,es_ES
achular,VerbosPronominales,RAE,es_ES
aciago,Adjetivos,RAE,es_ES
acial,NombresMasculinos,RAE,es_ES
aciano,NombresMasculinos,RAE,es_ES
acibarar,VerbosTransitivos,RAE,es_ES
acibarrar,VerbosAnticuadosDesusados,RAE,es_ES
aciberar,VerbosAnticuadosDesusados,RAE,es_ES
acicalado,Adjetivos,RAE,es_ES
acicalado,NombresMasculinos,RAE,es_ES
acicalador,Adjetivos,RAE,es_ES
acicalador,NombresMasculinos,RAE,es_ES
acicaladura,NombresFemeninos,RAE,es_ES
acicalamiento,NombresMasculinos,RAE,es_ES
acicalar,VerbosTransitivosPronominales,RAE,es_ES
acicate,NombresMasculinos,RAE,es_ES
acicatear,VerbosTransitivos,RAE,es_ES
acicular,Adjetivos,RAE,es_ES
acidalio,Adjetivos,RAE,es_ES
acidez,NombresFemeninos,RAE,es_ES
acidia,NombresFemeninos,RAE,es_ES
acidificar,VerbosTransitivos,RAE,es_ES
acidioso,Adjetivos,RAE,es_ES
acidorresistente,Adjetivos,RAE,es_ES
acidosis,NombresFemeninos,RAE,es_ES
acidular,VerbosTransitivos,RAE,es_ES
aciemar,VerbosTransitivos,RAE,es_ES
acierto,NombresMasculinos,RAE,es_ES
aciguatar,VerbosPronominales,RAE,es_ES
aciguatar,VerbosTransitivos,RAE,es_ES
acilo,NombresMasculinos,RAE,es_ES
acimentarse,VerbosAnticuadosDesusados,RAE,es_ES
acimut,NombresMasculinos,RAE,es_ES
acimutal,Adjetivos,RAE,es_ES
acimutes,NombresMasculinos,RAE,es_ES
acinturar,VerbosTransitivos,RAE,es_ES
acitrón,NombresMasculinos,RAE,es_ES
aclamador,Adjetivos,RAE,es_ES
aclamar,VerbosTransitivos,RAE,es_ES
aclarado,Adjetivos,RAE,es_ES
aclarado,NombresMasculinos,RAE,es_ES
aclarador,Adjetivos,RAE,es_ES
aclarar,VerbosTransitivosIntransitivosPronominales,RAE,es_ES
aclaratorio,Adjetivos,RAE,es_ES
aclarecer,VerbosTransitivos,RAE,es_ES
aclareo,NombresMasculinos,RAE,es_ES
acle,NombresMasculinos,RAE,es_ES
aclimatar,VerbosTransitivosPronominales,RAE,es_ES
aclocar,VerbosIntransitivosPronominales,RAE,es_ES
aclorhidria,NombresFemeninos,RAE,es_ES
acné,NombresMasculinosFemeninos,RAE,es_ES
acobardamiento,NombresMasculinos,RAE,es_ES
acobardar,VerbosTransitivosIntransitivosPronominales,RAE,es_ES
acobijar,VerbosTransitivos,RAE,es_ES
acocar,VerbosPronominales,RAE,es_ES
acocear,VerbosTransitivos,RAE,es_ES
acochar,VerbosPronominales,RAE,es_ES
acochinado,Adjetivos,RAE,es_ES
acoclar,VerbosPronominales,RAE,es_ES
acocotar,VerbosTransitivos,RAE,es_ES
acodado,Adjetivos,RAE,es_ES
acodalamiento,NombresMasculinos,RAE,es_ES
acodalar,VerbosTransitivos,RAE,es_ES
acodar,VerbosTransitivosPronominales,RAE,es_ES
acoderamiento,NombresMasculinos,RAE,es_ES
acoderar,VerbosTransitivosPronominales,RAE,es_ES
acodiciar,VerbosTransitivosPronominales,RAE,es_ES
acodillar,VerbosTransitivosIntransitivos,RAE,es_ES
acoger,VerbosTransitivosPronominales,RAE,es_ES
acogido,NombresMasculinosFemeninos,RAE,es_ES
acogimiento,NombresMasculinos,RAE,es_ES
acogollar,VerbosIntransitivosPronominales,RAE,es_ES
acogollar,VerbosTransitivos,RAE,es_ES
acogombrar,VerbosTransitivos,RAE,es_ES
acogotar,VerbosTransitivos,RAE,es_ES
acohombrar,VerbosTransitivos,RAE,es_ES
acoitar,VerbosAnticuadosDesusados,RAE,es_ES
acojinamiento,NombresMasculinos,RAE,es_ES
acojinar,VerbosTransitivos,RAE,es_ES
acojonar,VerbosTransitivosPronominales,RAE,es_ES
acolar,VerbosTransitivos,RAE,es_ES
acolchado,NombresMasculinos,RAE,es_ES
acolchar,VerbosTransitivos,RAE,es_ES
acolitado,NombresMasculinos,RAE,es_ES
acollar,VerbosTransitivos,RAE,es_ES
acollarar,VerbosTransitivos,RAE,es_ES
acollonar,VerbosTransitivosPronominales,RAE,es_ES
acombar,VerbosTransitivosPronominales,RAE,es_ES
acomendar,VerbosAnticuadosDesusados,RAE,es_ES
acometedor,Adjetivos,RAE,es_ES
acometer,VerbosTransitivos,RAE,es_ES
acometida,NombresFemeninos,RAE,es_ES
acometimiento,NombresMasculinos,RAE,es_ES
acometividad,NombresFemeninos,RAE,es_ES
acomodada,Adjetivos,RAE,es_ES
acomodadizo,Adjetivos,RAE,es_ES
acomodado,Adjetivos,RAE,es_ES
acomodado,NombresMasculinosFemeninos,RAE,es_ES
acomodador,Adjetivos,RAE,es_ES
acomodador,NombresMasculinosFemeninos,RAE,es_ES
acomodamiento,NombresMasculinos,RAE,es_ES
acomodar,VerbosTransitivosIntransitivosPronominales,RAE,es_ES
acomodaticio,Adjetivos,RAE,es_ES
acomodo,NombresMasculinos,RAE,es_ES
acompasado,Adjetivos,RAE,es_ES
acompasar,VerbosTransitivos,RAE,es_ES
acompañamiento,NombresMasculinos,RAE,es_ES
acompañante,Adjetivos,RAE,es_ES
acompañante,NombresMasculinos,RAE,es_ES
acompañar,VerbosTransitivosPronominales,RAE,es_ES
acomplejar,VerbosTransitivosPronominales,RAE,es_ES
acomunalar,VerbosAnticuadosDesusados,RAE,es_ES
acomunar,VerbosAnticuadosDesusados,RAE,es_ES
aconchabar,VerbosPronominales,RAE,es_ES
aconchar,VerbosPronominales,RAE,es_ES
aconchar,VerbosTransitivosPronominales,RAE,es_ES
acondicionador,Adjetivos,RAE,es_ES
acondicionador,NombresMasculinos,RAE,es_ES
acondicionar,VerbosTransitivosPronominales,RAE,es_ES
acondroplásico,Adjetivos,RAE,es_ES
aconduchar,VerbosAnticuadosDesusados,RAE,es_ES
acongojador,Adjetivos,RAE,es_ES
acongojar,VerbosTransitivosPronominales,RAE,es_ES
aconhortar,VerbosAnticuadosDesusados,RAE,es_ES
aconitina,NombresFemeninos,RAE,es_ES
aconsejado,Adjetivos,RAE,es_ES
aconsejador,Adjetivos,RAE,es_ES
aconsejar,VerbosTransitivosPronominales,RAE,es_ES
aconsonantar,VerbosTransitivosIntransitivos,RAE,es_ES
acontar,VerbosAnticuadosDesusados,RAE,es_ES
acontecedero,Adjetivos,RAE,es_ES
acontecer,NombresMasculinos,RAE,es_ES
acontecimiento,NombresMasculinos,RAE,es_ES
acopar,VerbosTransitivosIntransitivos,RAE,es_ES
acopiamiento,NombresMasculinos,RAE,es_ES
acopiar,VerbosTransitivos,RAE,es_ES
acopio,NombresMasculinos,RAE,es_ES
acoplador,Adjetivos,RAE,es_ES
acopladura,NombresFemeninos,RAE,es_ES
acoplamiento,NombresMasculinos,RAE,es_ES
acoplar,VerbosTransitivosPronominales,RAE,es_ES
acoquinamiento,NombresMasculinos,RAE,es_ES
acoquinar,VerbosTransitivosPronominales,RAE,es_ES
acorar,VerbosPronominales,RAE,es_ES
acorar,VerbosTransitivosPronominales,RAE,es_ES
acorazada,NombresCompuestos,RAE,es_ES
acorazado,NombresMasculinos,RAE,es_ES
acorazamiento,NombresMasculinos,RAE,es_ES
acorazar,VerbosTransitivosPronominales,RAE,es_ES
acorazonado,Adjetivos,RAE,es_ES
acorchado,Adjetivos,RAE,es_ES
acorchamiento,NombresMasculinos,RAE,es_ES
acorchar,VerbosPronominales,RAE,es_ES
acordada,NombresFemeninos,RAE,es_ES
acordado,Adjetivos,RAE,es_ES
acordanza,NombresFemeninos,RAE,es_ES
acordar,VerbosIntransitivos,RAE,es_ES
acordar,VerbosTransitivosPronominales,RAE,es_ES
acorde,Adjetivos,RAE,es_ES
acorde,NombresMasculinos,RAE,es_ES
acordelar,VerbosTransitivos,RAE,es_ES
acordemente,Adverbios,RAE,es_ES
acordeonista,NombresComunes,RAE,es_ES
acordeón,NombresMasculinos,RAE,es_ES
acordonamiento,NombresMasculinos,RAE,es_ES
acordonar,VerbosTransitivos,RAE,es_ES
acornar,VerbosTransitivos,RAE,es_ES
acornear,VerbosTransitivos,RAE,es_ES
acorralamiento,NombresMasculinos,RAE,es_ES
acorralar,VerbosTransitivosPronominales,RAE,es_ES
acorrer,VerbosTransitivos,RAE,es_ES
acorrucar,VerbosPronominales,RAE,es_ES
acortamiento,NombresMasculinos,RAE,es_ES
acortar,VerbosTransitivosIntransitivosPronominales,RAE,es_ES
acortejar,VerbosPronominales,RAE,es_ES
acorullar,VerbosTransitivos,RAE,es_ES
acorvar,VerbosTransitivos,RAE,es_ES
acorzar,VerbosTransitivos,RAE,es_ES
acosador,Adjetivos,RAE,es_ES
acosar,VerbosTransitivos,RAE,es_ES
acosmismo,NombresMasculinos,RAE,es_ES
acostada,NombresFemeninos,RAE,es_ES
acostado,Adjetivos,RAE,es_ES
acostamiento,NombresMasculinos,RAE,es_ES
acostar,VerbosTransitivosIntransitivosPronominales,RAE,es_ES
acostumbrada,Adjetivos,RAE,es_ES
acostumbrado,Adjetivos,RAE,es_ES
acostumbrar,VerbosTransitivosIntransitivosPronominales,RAE,es_ES
acotación,NombresFemeninos,RAE,es_ES
acotada,NombresFemeninos,RAE,es_ES
acotamiento,NombresMasculinos,RAE,es_ES
acotar,VerbosTransitivos,RAE,es_ES
acotar,VerbosTransitivosPronominales,RAE,es_ES
acotejar,VerbosPronominales,RAE,es_ES
acotejar,VerbosTransitivos,RAE,es_ES
acotolar,VerbosTransitivos,RAE,es_ES
acoyundar,VerbosTransitivos,RAE,es_ES
acoyuntar,VerbosTransitivos,RAE,es_ES
acracia,NombresFemeninos,RAE,es_ES
acre,Adjetivos,RAE,es_ES
acre,NombresMasculinos,RAE,es_ES
acrecencia,NombresFemeninos,RAE,es_ES
acrecentador,Adjetivos,RAE,es_ES
acrecentamiento,NombresMasculinos,RAE,es_ES
acrecentar,VerbosTransitivosPronominales,RAE,es_ES
acrecer,VerbosTransitivosIntransitivosPronominales,RAE,es_ES
acreditación,NombresFemeninos,RAE,es_ES
acreditado,Adjetivos,RAE,es_ES
acreditar,VerbosTransitivosPronominales,RAE,es_ES
acreditativo,Adjetivos,RAE,es_ES
acreedor,Adjetivos,RAE,es_ES
acreedor,NombresMasculinosFemeninos,RAE,es_ES
acremente,Adverbios,RAE,es_ES
acrescente,Adjetivos,RAE,es_ES
acrianzar,VerbosTransitivos,RAE,es_ES
acribar,VerbosTransitivosPronominales,RAE,es_ES
acribillar,VerbosTransitivos,RAE,es_ES
acriminar,VerbosTransitivos,RAE,es_ES
acrimonia,NombresFemeninos,RAE,es_ES
acrisolador,Adjetivos,RAE,es_ES
acrisolar,VerbosTransitivosPronominales,RAE,es_ES
acristalado,Adjetivos,RAE,es_ES
acristalamiento,NombresMasculinos,RAE,es_ES
acristalar,VerbosTransitivos,RAE,es_ES
acristianar,VerbosTransitivos,RAE,es_ES
acritud,NombresFemeninos,RAE,es_ES
acrobacia,NombresFemeninos,RAE,es_ES
acrobatismo,NombresMasculinos,RAE,es_ES
acrobático,Adjetivos,RAE,es_ES
acrofobia,NombresFemeninos,RAE,es_ES
acromatizar,VerbosTransitivos,RAE,es_ES
acromatopsia,NombresFemeninos,RAE,es_ES
acromegalia,NombresFemeninos,RAE,es_ES
acromion,NombresMasculinos,RAE,es_ES
acrílico,Adjetivos,RAE,es_ES
acróbata,NombresComunes,RAE,es_ES
acrómiones,NombresMasculinos,RAE,es_ES
acrónimo,NombresMasculinos,RAE,es_ES
acrópolis,NombresFemeninos,RAE,es_ES
acróstico,Adjetivos,RAE,es_ES
acróstico,NombresMasculinos,RAE,es_ES
acta,NombresFemeninos,RAE,es_ES
actancial,Adjetivos,RAE,es_ES
actea,NombresFemeninos,RAE,es_ES
actina,NombresFemeninos,RAE,es_ES
actinia,NombresFemeninos,RAE,es_ES
actinio,NombresMasculinos,RAE,es_ES
actinismo,NombresMasculinos,RAE,es_ES
actinomices,NombresMasculinos,RAE,es_ES
actinomicosis,NombresFemeninos,RAE,es_ES
actinomorfo,Adjetivos,RAE,es_ES
actinota,NombresFemeninos,RAE,es_ES
actitud,NombresFemeninos,RAE,es_ES
actitudinal,Adjetivos,RAE,es_ES
activa,Adjetivos,RAE,es_ES
activamente,Adverbios,RAE,es_ES
activar,VerbosTransitivosPronominales,RAE,es_ES
actividad,NombresFemeninos,RAE,es_ES
activismo,NombresMasculinos,RAE,es_ES
activista,NombresComunes,RAE,es_ES
activo,Adjetivos,RAE,es_ES
activo,NombresMasculinos,RAE,es_ES
acto,NombresMasculinos,RAE,es_ES
actor,NombresMasculinos,RAE,es_ES
actoral,Adjetivos,RAE,es_ES
actriz,NombresFemeninos,RAE,es_ES
actuación,NombresFemeninos,RAE,es_ES
actual,Adjetivos,RAE,es_ES
actualidad,NombresFemeninos,RAE,es_ES
actualización,NombresFemeninos,RAE,es_ES
actualizador,Adjetivos,RAE,es_ES
actualizar,VerbosTransitivosPronominales,RAE,es_ES
actualmente,Adverbios,RAE,es_ES
actuante,Adjetivos,RAE,es_ES
actuar,VerbosTransitivosIntransitivosPronominales,RAE,es_ES
actuaria,Adjetivos,RAE,es_ES
actuario,NombresMasculinos,RAE,es_ES
acuadrillar,VerbosTransitivosPronominales,RAE,es_ES
acuantiar,VerbosTransitivos,RAE,es_ES
acuarela,NombresFemeninos,RAE,es_ES
acuarelista,NombresComunes,RAE,es_ES
acuario,Adjetivos,RAE,es_ES
acuario,NombresMasculinos,RAE,es_ES
acuartar,VerbosTransitivos,RAE,es_ES
acuartelamiento,NombresMasculinos,RAE,es_ES
acuartelar,VerbosTransitivosPronominales,RAE,es_ES
acuartillar,VerbosIntransitivos,RAE,es_ES
acuatizaje,NombresMasculinos,RAE,es_ES
acuatizar,VerbosIntransitivos,RAE,es_ES
acubilar,VerbosTransitivosIntransitivosPronominales,RAE,es_ES
acuchilladizo,NombresMasculinos,RAE,es_ES
acuchillador,Adjetivos,RAE,es_ES
acuchillador,NombresMasculinos,RAE,es_ES
acuchillar,VerbosTransitivosPronominales,RAE,es_ES
acucia,NombresFemeninos,RAE,es_ES
acuciador,Adjetivos,RAE,es_ES
acuciamiento,NombresMasculinos,RAE,es_ES
acuciante,Adjetivos,RAE,es_ES
acuciar,VerbosTransitivos,RAE,es_ES
acuciosamente,Adverbios,RAE,es_ES
acuciosidad,NombresFemeninos,RAE,es_ES
acucioso,Adjetivos,RAE,es_ES
acuclillar,VerbosPronominales,RAE,es_ES
acudiciar,VerbosAnticuadosDesusados,RAE,es_ES
acudimiento,NombresMasculinos,RAE,es_ES
acudir,VerbosIntransitivos,RAE,es_ES
acueducto,NombresMasculinos,RAE,es_ES
acuerdo,NombresMasculinos,RAE,es_ES
acuicultura,NombresFemeninos,RAE,es_ES
acuidad,NombresFemeninos,RAE,es_ES
acuitar,VerbosTransitivosPronominales,RAE,es_ES
acular,VerbosTransitivosPronominales,RAE,es_ES
acullá,Adverbios,RAE,es_ES
acultural,Adjetivos,RAE,es_ES
aculturar,VerbosTransitivosPronominales,RAE,es_ES
acuminado,Adjetivos,RAE,es_ES
acumulado,NombresCompuestos,RAE,es_ES
acumulador,Adjetivos,RAE,es_ES
acumulador,NombresMasculinos,RAE,es_ES
acumulamiento,NombresMasculinos,RAE,es_ES
acumular,VerbosTransitivosPronominales,RAE,es_ES
acumulativo,Adjetivos,RAE,es_ES
acunar,VerbosTransitivos,RAE,es_ES
acuntir,VerbosAnticuadosDesusados,RAE,es_ES
acuosidad,NombresFemeninos,RAE,es_ES
acuoso,Adjetivos,RAE,es_ES
acupuntura,NombresFemeninos,RAE,es_ES
acurdar,VerbosPronominales,RAE,es_ES
acure,NombresMasculinos,RAE,es_ES
acurrucar,VerbosPronominales,RAE,es_ES
acurrullar,VerbosTransitivos,RAE,es_ES
acusación,NombresFemeninos,RAE,es_ES
acusada,Adjetivos,RAE,es_ES
acusado,Adjetivos,RAE,es_ES
acusado,NombresMasculinosFemeninos,RAE,es_ES
acusador,Adjetivos,RAE,es_ES
acusar,VerbosTransitivosPronominales,RAE,es_ES
acusativo,NombresMasculinos,RAE,es_ES
acusatorio,Adjetivos,RAE,es_ES
acuse,NombresMasculinos,RAE,es_ES
acusica,Adjetivos,RAE,es_ES
acusón,Adjetivos,RAE,es_ES
acutángulo,NombresCompuestos,RAE,es_ES
acuático,Adjetivos,RAE,es_ES
acuífero,Adjetivos,RAE,es_ES
acuñar,VerbosTransitivos,RAE,es_ES
acá,Adverbios,RAE,es_ES
acéfalo,Adjetivos,RAE,es_ES
acéfalo,NombresMasculinos,RAE,es_ES
acémila,NombresFemeninos,RAE,es_ES
acérrimo,Adjetivos,RAE,es_ES
acético,Adjetivos,RAE,es_ES
acíbar,NombresMasculinos,RAE,es_ES
acícula,NombresFemeninos,RAE,es_ES
acídulo,Adjetivos,RAE,es_ES
acólito,NombresMasculinos,RAE,es_ES
acónito,NombresMasculinos,RAE,es_ES
acústica,NombresFemeninos,RAE,es_ES
acústico,Adjetivos,RAE,es_ES
ad,Preposiciones,RAE,es_ES
adagio,Adverbios,RAE,es_ES
adagio,NombresMasculinos,RAE,es_ES
adaguar,VerbosTransitivos,RAE,es_ES
adalid,NombresMasculinos,RAE,es_ES
adamado,Adjetivos,RAE,es_ES
adamantino,Adjetivos,RAE,es_ES
adamar,VerbosPronominales,RAE,es_ES
adamascar,VerbosTransitivos,RAE,es_ES
adamismo,NombresMasculinos,RAE,es_ES
adamita,Adjetivos,RAE,es_ES
adanismo,NombresMasculinos,RAE,es_ES
adaptabilidad,NombresFemeninos,RAE,es_ES
adaptable,Adjetivos,RAE,es_ES
adaptación,NombresFemeninos,RAE,es_ES
adaptador,Adjetivos,RAE,es_ES
adaptador,NombresMasculinos,RAE,es_ES
adaptar,VerbosTransitivosPronominales,RAE,es_ES
adaptativo,Adjetivos,RAE,es_ES
adaraja,NombresFemeninos,RAE,es_ES
adarce,NombresMasculinos,RAE,es_ES
adarga,NombresFemeninos,RAE,es_ES
adargar,VerbosTransitivosPronominales,RAE,es_ES
adarguero,NombresMasculinos,RAE,es_ES
adarme,NombresMasculinos,RAE,es_ES
adarvar,VerbosTransitivos,RAE,es_ES
adarve,NombresMasculinos,RAE,es_ES
adecenar,VerbosTransitivos,RAE,es_ES
adecentar,VerbosTransitivosPronominales,RAE,es_ES
adecuación,NombresFemeninos,RAE,es_ES
adecuada,Adjetivos,RAE,es_ES
adecuadamente,Adverbios,RAE,es_ES
adecuado,Adjetivos,RAE,es_ES
adecuar,VerbosTransitivosPronominales,RAE,es_ES
adefesio,NombresMasculinos,RAE,es_ES
adehala,NombresFemeninos,RAE,es_ES
adehesar,VerbosTransitivosPronominales,RAE,es_ES
adelantado,Adjetivos,RAE,es_ES
adelantado,NombresMasculinos,RAE,es_ES
adelantador,Adjetivos,RAE,es_ES
adelantamiento,NombresMasculinos,RAE,es_ES
adelantar,VerbosTransitivosIntransitivosPronominales,RAE,es_ES
adelante,Adverbios,RAE,es_ES
adelanto,NombresMasculinos,RAE,es_ES
adelfa,NombresFemeninos,RAE,es_ES
adelgazador,Adjetivos,RAE,es_ES
adelgazamiento,NombresMasculinos,RAE,es_ES
adelgazar,VerbosTransitivosIntransitivosPronominales,RAE,es_ES
adeliñar,VerbosAnticuadosDesusados,RAE,es_ES
ademar,VerbosTransitivos,RAE,es_ES
ademe,NombresMasculinos,RAE,es_ES
ademán,NombresMasculinos,RAE,es_ES
además,Adverbios,RAE,es_ES
adenda,NombresFemeninos,RAE,es_ES
adenia,NombresFemeninos,RAE,es_ES
adenitis,NombresFemeninos,RAE,es_ES
adenoideo,Adjetivos,RAE,es_ES
adenoides,NombresFemeninos,RAE,es_ES
adenoma,NombresMasculinos,RAE,es_ES
